I,6.45,-15.66,0,11,31,18,1,33,21,40,48,0,0,0,0,0,0,0,0
I,6.45,-15.66,0,11,31,18,1,33,21,40,48,0,0,0,0,0,0,0,0
I,6.45,-15.66,0,34,2,9,11,49,48,28,15,1,34,7,2,32,24,21,39
I,6.45,-15.66,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.45,-15.66,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.55,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.55,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.55,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.55,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.55,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.65,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.65,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.65,0,34,2,9,11,49,48,28,15,0,0,0,0,0,0,0,0
I,6.52,-15.65,0,48,19,33,35,24,21,30,5,46,25,2,43,38,26,31,14
I,6.52,-15.65,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.49,-15.55,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.49,-15.55,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.49,-15.55,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.49,-15.55,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.49,-15.55,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.52,-15.53,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.52,-15.53,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.52,-15.53,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.52,-15.53,0,48,19,33,35,24,21,30,5,0,0,0,0,0,0,0,0
I,6.52,-15.53,0,26,48,15,4,25,3,40,14,37,24,3,14,10,27,14,32
I,6.54,-15.67,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.54,-15.67,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.54,-15.67,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.54,-15.67,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.54,-15.67,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.46,-15.54,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.46,-15.54,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.46,-15.54,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.46,-15.54,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.46,-15.54,0,26,48,15,4,25,3,40,14,0,0,0,0,0,0,0,0
I,6.48,-15.57,0,14,23,8,28,35,49,1,40,32,33,40,14,27,38,12,46
I,6.48,-15.57,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.48,-15.57,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.48,-15.57,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.48,-15.57,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.50,-15.43,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.50,-15.43,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.50,-15.43,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.50,-15.43,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.50,-15.43,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.53,-15.47,0,14,23,8,28,35,49,1,40,0,0,0,0,0,0,0,0
I,6.53,-15.47,0,11,27,14,15,24,49,41,1,47,46,38,17,1,7,45,40
I,6.53,-15.47,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.53,-15.47,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.53,-15.47,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,11,27,14,15,24,49,41,1,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,39,24,28,6,28,3,40,3,3,37,31,36,47,49,5,42
I,6.61,-15.53,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.61,-15.53,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.52,-15.54,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.52,-15.54,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.52,-15.54,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.52,-15.54,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.52,-15.54,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.66,-15.50,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.66,-15.50,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.66,-15.50,0,39,24,28,6,28,3,40,3,0,0,0,0,0,0,0,0
I,6.66,-15.50,0,40,48,29,20,4,46,11,46,9,32,33,36,26,9,24,21
I,6.66,-15.50,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.61,-15.55,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.61,-15.55,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.61,-15.55,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.61,-15.55,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.61,-15.55,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.51,-15.59,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.51,-15.59,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.51,-15.59,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.51,-15.59,0,40,48,29,20,4,46,11,46,0,0,0,0,0,0,0,0
I,6.51,-15.59,0,5,12,9,33,37,20,9,23,36,1,2,42,17,2,47,4
I,6.55,-15.52,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.55,-15.52,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.55,-15.52,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.55,-15.52,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.55,-15.52,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.63,-15.48,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.63,-15.48,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.63,-15.48,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.63,-15.48,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.63,-15.48,0,5,12,9,33,37,20,9,23,0,0,0,0,0,0,0,0
I,6.51,-15.55,0,31,21,45,7,46,34,6,36,7,24,44,10,19,34,9,27
I,6.51,-15.55,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.55,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.55,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.55,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.57,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.57,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.57,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.57,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.51,-15.57,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.54,-15.66,0,31,21,45,7,46,34,6,36,0,0,0,0,0,0,0,0
I,6.54,-15.66,0,8,30,49,41,40,6,1,3,4,16,37,21,23,44,26,14
I,6.54,-15.66,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.54,-15.66,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.54,-15.66,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.67,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.67,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.67,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.67,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.67,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.58,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
I,6.47,-15.58,0,8,30,49,41,40,6,1,3,0,0,0,0,0,0,0,0
